,Unnamed: 0,theta,theta_dot,x,x_dot,tempo,forca
103,103,0.0030605725,0.05135214,0.011021897000000001,-0.010679031,2.07035175879397,9.97823617065
104,104,0.0040876153,-0.24036358,0.010808317,0.1843989,2.090452261306533,-9.983462191725
105,105,-0.00071965635,0.05360588,0.014496295000000001,-0.0107812015,2.1105527638190953,9.981015175725
106,106,0.00035246127,-0.23930402,0.014280672,0.18435106,2.130653266331658,-9.9807452316
107,107,-0.004433619,0.05349007,0.017967692,-0.010775924,2.150753768844221,-9.9772216104
108,108,-0.0033638177,0.34477085,0.017752175000000002,-0.20583402,2.170854271356784,9.9829269837
109,109,0.0035315994,0.051029094,0.013635494,-0.010664382,2.190954773869347,9.9778889133
110,110,0.0045521813,-0.2405375,0.013422206,0.18440676,2.21105527638191,-9.98379914235
111,111,-0.0002585685,0.053577833,0.01711034,-0.010779929,2.2311557788944723,9.980676946349998
112,112,0.00081298815,-0.23918666,0.016894743000000004,0.18434572,2.251256281407035,-9.9810809802
113,113,-0.003970745,0.053752594,0.020581657000000003,-0.010787828,2.271356783919598,-9.9775635993
114,114,-0.0028956933,0.34518006,0.0203659,-0.20585261,2.291457286432161,9.98258811495
115,115,0.004007908,0.051585436,0.016248849000000003,-0.010689597,2.311557788944724,9.97753674555
116,116,0.005039617,-0.23983027,0.016035056,0.18437466,2.3316582914572863,-9.98415177045
117,117,0.00024301157,0.05443802,0.01972255,-0.010818923,2.351758793969849,9.98030938245
118,118,0.001331772,-0.23816822,0.019506172000000002,0.18429954,2.371859296482412,-9.98145954135
119,119,-0.0034315924,0.054934487,0.023192162000000002,-0.010841409,2.391959798994975,-9.97796251815
120,120,-0.0023329027,0.34653273,0.022975335,-0.20591399,2.412060301507538,9.982181267849999
121,121,0.0045977524,0.053115085,0.018857053,-0.010758931,2.4321608040201004,9.97710012915
122,122,0.005660054,-0.23811367,0.018641874000000003,0.18429679,2.4522613065326633,-9.9846001002
123,123,0.00089778024,0.056349207,0.022327810000000003,-0.010905558,2.472361809045226,9.979828316699999
124,124,0.0020247644,-0.23605032,0.022109700000000003,0.1842035,2.492462311557789,-9.9819640338
125,125,-0.0026962422,0.057270583,0.02579377,-0.010947312,2.512562814070352,-9.9785050662
126,126,-0.0015508304,0.3491016,0.025574823999999996,-0.2060305,2.5326633165829144,9.98161421895
127,127,0.005431202,0.055930056,0.021454213,-0.010886527,2.5527638190954773,9.97648305555
128,128,0.006549803,-0.23503435,0.021236483,0.18415713,2.5728643216080402,-9.9852429534
129,129,0.001849116,0.059707373,0.024919628,-0.011057786,2.592964824120603,9.979129505399998
130,130,0.0030432635,-0.23239157,0.02469847,0.18403761,2.613065326633166,-9.982705555349998
131,131,-0.0016045681,0.061249748,0.028379223000000002,-0.011127699,2.6331658291457285,9.98166311835
132,132,-0.00037957312,-0.231939,0.028156665999999997,0.18401723,2.6532663316582914,-9.9802107141
133,133,-0.005018353,0.06062417,0.03183701,-0.011099304,2.6733668341708543,-9.976789392899999
134,134,-0.0038058697,0.35171956,0.031615025,-0.20614895,2.693467336683417,9.98324580165
135,135,0.0032285214,0.057838958,0.027492049999999997,-0.010973079,2.71356783919598,9.97811228535
136,136,0.0043853004,-0.2338236,0.027272583999999996,0.18410243,2.7336683417085426,-9.9836784795
137,137,-0.0002911714,0.060239356,0.030954635,-0.0110819,2.7537688442211055,9.9807015495
138,138,0.00091361575,-0.23253542,0.030732995,0.18404423,2.7738693467336684,-9.98115519885
139,139,-0.0037370927,0.06043555,0.03441388,-0.011090769,2.7939698492462313,-9.977736946650001
140,140,-0.0025283818,0.35193706,0.034192065,-0.20615894,2.814070351758794,9.982322237250001
141,141,0.0045103594,0.05845793,0.030068888000000002,-0.011001125,2.8341708542713566,9.977164782749998
142,142,0.005679518,-0.23279855,0.029848865000000002,0.18405586,2.8542713567839195,-9.984614754675
143,143,0.0010235473,0.061670467,0.03352998,-0.0111467745,2.8743718592964824,9.979736067675
144,144,0.0022569566,-0.23068935,0.033307048,0.18396048,2.8944723618090453,-9.9821333403
145,145,-0.0023568303,0.062704645,0.036986256,-0.011193642,2.9145728643216082,-9.9787551897
146,146,-0.0011027374,0.35464305,0.036762385,-0.20628172,2.9346733668341707,9.9812887515
147,147,0.0059901234,0.0616126,0.03263675,-0.01114411,2.9547738693467336,9.976068894
148,148,0.0072223754,-0.2291744,0.032413865,0.18389145,2.9748743718592965,-9.98572882725
149,149,0.0026388874,0.06577794,0.036091695,-0.011332965,2.9949748743718594,9.97854736725
150,150,0.0039544464,-0.22607124,0.035865036999999995,0.18375105,3.0150753768844223,-9.983366976
151,151,-0.0005669785,0.067856446,0.03954006,-0.01142719,3.035175879396985,9.980903592
152,152,0.00079015037,-0.22500531,0.03931151,0.18370289,3.0552763819095476,-9.981065226
153,153,-0.0037099558,0.06792675,0.04298557,-0.01143035,3.0753768844221105,-9.9777573555
154,154,-0.002351421,0.35943687,0.042756966,-0.20649892,3.0954773869346734,9.9821936973
155,155,0.0048373165,0.0660134,0.038626986,-0.011343618,3.1155778894472363,9.9769235082
156,156,0.0061575845,-0.22513941,0.038400112,0.18370865,3.1356783919597992,-9.984961577249999
157,157,0.0016547964,0.06947948,0.042074288,-0.011500765,3.1557788944723617,9.97927267425
158,158,0.0030443862,-0.22268088,0.041844269999999996,0.18359743,3.1758793969849246,-9.982707089849999
159,159,-0.0014092317,0.0709608,0.045516219999999996,-0.011567909,3.1959798994974875,9.981519386849998
160,160,9.9842855e-06,-0.22216642,0.045284862,0.18357421,3.2160804020100504,-9.980494724475
161,161,-0.004433344,0.07051966,0.048956344,-0.0115478765,3.2361809045226133,-9.977222505524999
162,162,-0.0030229506,0.36180055,0.048725387,-0.20660599,3.2562814070351758,9.982678957349998
163,163,0.0042130607,0.068165965,0.04459327,-0.011441201,3.2763819095477387,9.977385546150002
164,164,0.00557638,-0.22318475,0.044364442999999996,0.1836201,3.2964824120603016,-9.98454204495
165,165,0.001112685,0.071251966,0.048036846,-0.011581113,3.3165829145728645,9.97967051895
166,166,0.0025377243,-0.22107969,0.047805226,0.18352486,3.3366834170854274,-9.9823380426
167,167,-0.0018838698,0.07240265,0.051475719999999996,-0.011633264,3.35678391959799,9.981866439600001
168,168,-0.00043581674,-0.22087406,0.051243058,0.18351564,3.3768844221105527,-9.980168771099999
169,169,-0.004853298,0.07167137,0.054913369999999996,-0.011600074,3.3969849246231156,-9.976911129900001
170,170,-0.0034198705,0.3628191,0.05468137,-0.2066521,3.4170854271356785,9.98296488585
171,171,0.0038365119,0.0690598,0.050548325,-0.011481721,3.4371859296482414,9.97766380215
172,172,0.0052177077,-0.22241022,0.05031869,0.18358502,3.457286432160804,-9.984282663299998
173,173,0.0007695034,0.071914,0.053990392,-0.011611122,3.477386934673367,9.9799226373
174,174,0.0022077835,-0.22052604,0.05375817,0.18349978,3.4974874371859297,-9.98209799565
175,175,-0.0022027376,0.072852485,0.05742816,-0.011653651,3.5175879396984926,9.98209953015
176,176,-0.00074568775,-0.2205246,0.05719509,0.18349981,3.5376884422110555,-9.979942176600002
177,177,-0.00515618,0.07192302,0.06086508399999999,-0.011611474,3.557788944723618,-9.976687092899999
178,178,-0.0037177193,0.3629747,0.060632860000000004,-0.20665912,3.577889447236181,9.98318012505
179,179,0.0035417746,0.06912182,0.056499680000000004,-0.011484533,3.5979899497487438,9.97788129195
180,180,0.0049242107,-0.22244155,0.056269980000000004,0.18358646,3.6180904522613067,-9.984069981600001
181,181,0.00047537975,0.07179058,0.05994171,-0.011605524,3.6381909547738696,9.9801385926
182,182,0.0019111915,-0.22074232,0.059709599999999995,0.1835096,3.658291457286432,-9.98188204035
183,183,-0.002503655,0.07254286,0.0633798,-0.011639609,3.678391959798995,-9.97864741665
184,184,-0.0010527977,0.36443484,0.06314700000000001,-0.20672558,3.698492462311558,9.98125238385
185,185,0.006235899,0.07142012,0.059012489999999994,-0.011588681,3.7185929648241207,9.97588685115
186,186,0.007664301,-0.21928886,0.05878072,0.18344332,3.7386934673366836,-9.986048642624999
187,187,0.0032785241,0.075801834,0.062449583999999995,-0.0117873475,3.758793969849246,9.978076403625
188,188,0.004794561,-0.21584491,0.06221384,0.18328746,3.778894472361809,-9.98397745125
189,189,0.0004776627,0.07834657,0.065879585,-0.011902715,3.798994974874372,9.98013710925
190,190,0.0020445941,-0.21418561,0.06564153,0.18321238,3.819095477386935,-9.981979634550001
191,191,-0.0022391183,0.079141565,0.06930578000000001,-0.011938737,3.8391959798994977,9.98212643505
192,192,-0.0006562869,-0.21424697,0.069067,0.18321525,3.85929648241206,-9.9800080578
193,193,-0.0049412264,0.07822887,0.07273131000000001,-0.011897322,3.879396984924623,-9.976846783200001
194,194,-0.003376649,0.36934873,0.07249336,-0.20694809,3.899497487437186,9.982933428599999
195,195,0.0040103258,0.07560302,0.06835440000000001,-0.011778326,3.919597989949749,9.9775351599
196,196,0.005522386,-0.21581194,0.068118835,0.1832859,3.9396984924623117,-9.98450337555
197,197,0.0012061474,0.078607865,0.07178455,-0.011914557,3.9597989949748746,9.97960218255
198,198,0.0027783047,-0.21369427,0.07154626600000001,0.18319008,3.979899497487437,-9.982513742850001
199,199,-0.0014955809,0.07986376,0.07521007,-0.011971479,4.0,-9.982513742850001
